"DA_SSOS_avg","DA_SSOSw_avg","DA_SSOSw_5y_avg","DA_SSOSw_10y_avg","DA_SSOSw_5y_chg","DA_SSOSw_10y_chg"
1.47291934233515,0.145396469877364,0.145828949503622,0.145127589624555,0.000432479626258392,-0.000268880252809162
